CHARGÉ RH - job post,MIBTECH,Détails du poste  Contrat STAGE Type Temps plein Mode de travail Sur site Ville Casablanca  Emplacement   413 ROUTE D EL JADIDA CASABLANCA          Description              Dans le cadre de notre croissance  nous recherchons un e  Chargé e  des Ressources Humaines pour un stage de pré embauche de 6 mois  Vous travaillerez en étroite collaboration avec l équipe RH pour participer à la gestion quotidienne des ressources humaines de l entreprise         Missions     Participation aux processus de recrutement  rédaction d annonces  sourcing  entretiens  Gestion administrative du personnel  suivi des dossiers  contrats de travail  etc   Contribution à la mise en place et au suivi des projets RH Assistance dans l élaboration des plans de formation et gestion des carrières Participation à la gestion des relations sociales et à l amélioration du climat de travail    Profil recherché     Titulaire d un Bac  3 en Ressources Humaines ou discipline équivalente Excellent sens de l organisation  rigueur et esprit d initiative Bonnes capacités de communication écrite et orale Esprit d équipe et capacité à travailler dans un environnement dynamique Maîtrise des outils bureautiques  Word  Excel  PowerPoint     Ce que nous offrons     Opportunité de pré embauche à l issue du stage Environnement de travail stimulant au sein d une entreprise en pleine croissance Encadrement et formation tout au long du stage
Assistante administrative rh - job post,Procaneq Maroc,Entreprise Procaneq Maroc  Poste Dans le cadre du renforcement de notre département RH  nous sommes à la recherche d un e  Relais RH sur la ville de Benguerir   Profil  De Formation Bac 2 3 en Ressources Humaines  Gestion des entreprises Une première expérience dans un poste similaire est exigée  Dotée de connaissances solides en Administration RH 
Assisstante RH Débutante - job post,Job Recrute,Nous sommes un cabinet de recrutement basé à Rabat  à la recherche d assistante ressources humaines Débutantes Pour la gestion des dossiers administratifs pour notre partenaire   Profil recherché     Niveau Bac ou plus  Débutante accepté    Age entre 18 et 49   Niveau moyen ou acceptable en français   Avantages     Contrat CDI  CNSS    Salaire   Jusqu à 4000 DH    les Primes   Envoyez vos CV dès maintenant
Chargé(e) RH - job post,YAMED,Yamed Group est un groupe indépendant et pluridisciplinaire de services et d investissements immobiliers  regroupant toutes les compétences de la chaîne de création de valeur immobilière  à travers ses lignes de métiers dédiées  Yamed Group a été fondé avec l appui de Yam Invest  société d investissement européenne indépendante réunissant un groupe reconnu de professionnels de l investissement et de l immobilier  tant au niveau de son actionnariat  de ses organes de direction que de son cercle de partenaires proches  Dans le cadre de son développement  Yamed Group recrute un e  Chargé e  RH  Responsabilités   Gestion administrative du personnel    Suivre les dossiers administratifs des collaborateurs  contrats  avenants  dossiers individuels  absences  congés  etc    Préparer et coordonner les documents et formalités liés aux embauches  départs et mutations   Recrutement et intégration    Participer au processus de recrutement   définition des besoins  diffusion des annonces  présélection des candidats  et conduite des entretiens  Coordonner le parcours d intégration des nouveaux collaborateurs   Formation et développement    Identifier les besoins en formation et participer à la mise en œuvre du plan de formation  Suivre les actions de formation et évaluer leur efficacité   Gestion des relations sociales    Assister la direction RH dans la préparation des réunions avec les instances représentatives du personnel  Contribuer au maintien d un climat social serein et assurer un rôle de médiateur en cas de conflits   Gestion de la paie    Collecter  vérifier et saisir les éléments variables de paie  heures supplémentaires  absences  primes  etc   dans le respect des échéances  Collaborer avec le prestataire de paie et gérer le processus de paie jusqu à l édition des bulletins de salaire   Profil recherché    Diplôme de niveau Bac 5 en Ressources Humaines  Droit Social ou équivalent  Expérience de 2 à 3 ans dans une fonction RH généraliste  de préférence dans un environnement dynamique  Connaissance des outils informatiques RH et bonne maîtrise de la législation sociale  Excellent relationnel  sens de l écoute et de la diplomatie  Autonomie  organisation et capacité à gérer les priorités   Type d emploi   Temps plein Expérience   Ressources Humaines  3 ans  Requis 
Chargé RH - job post,SICOTEL COMMUNICATIONS,SICOTEL Communications   une société d intégration des solutions télécoms fondée en 2004  recrute pour son compte un Chargé RH     Savoirfaire    Recrutement et intégration Suivi des plans de carrière  mobilité interne   développement RH Mise en place et suivi du reporting et KPI RH Pilotage de la formation Gestion administrative RH
Chargé RH - job post,TER,Nous recrutons pour notre propre compte un  e  chargé e  RH qui doit assurer les tâches suivantes   Gérer le processus de recrutement  de la publication d annonces à la sélection des candidats   Assurer l intégration et l accueil des nouveaux collaborateurs   Participer à l ingénierie de formation et à l élaboration du plan de formation annuel  Concevoir et mettre en œuvre des programmes de formation innovants et adaptés  en utilisant les processus GIAC et OFPPT   Déployer des programmes de formation continus et assurer leur efficacité et leur qualité   Suivre la gestion administrative du personnel  contrats  absences  paie  etc     Conseiller et accompagner les managers sur les problématiques RH   Participer à l amélioration continue des processus RH et assurer une veille sur les évolutions légales et sociales   Gérer le processus de la paie et les différentes déclarations sociales   Veiller à la tenue documentaire des dossiers individuels du personnel ainsi que leurs mises à jour   Assurer le suivi des dates d échéance et de la période d essai et fin contrat des contrats CDD  CDI  Intérimaire   Assister le médecin de travail à la bonne exécution de son contrat Profil     Bac  3 en gestion des ressources humaines     Expérience d au moins 2 ans dans une fonction RH     Expérience avérée dans l ingénierie de formation selon les processus GIAC et OFPPT     Expérience solide en recrutement     Excellentes compétences en communication et capacité à travailler en équipe    Esprit analytique et capacité à résoudre des problèmes   Type d emploi   Temps plein
Stage développement RH - job post,INETUM,Vous êtes passionné e  par les ressources humaines et souhaitez mettre vos compétences au service d une équipe dynamique et en pleine croissance   Chez Inetum  nous vous offrons l opportunité de découvrir le monde des Ressources Humaines au sein d une entreprise internationale innovante  Si vous aimez les défis et souhaitez évoluer dans un environnement stimulant  ce stage est fait pour vous    Ce que nous vous offrons    Une immersion enrichissante Vous participerez activement à des projets RH stratégiques  liés à la gestion des talents  à la formation et au développement des compétences  Vous serez impliqué e  dans la mise en place de programmes de développement  l accompagnement des collaborateurs dans leur parcours et la gestion de l apprentissage au sein de l entreprise   Un accompagnement personnalisé Chez Inetum  nous croyons fermement en l apprentissage et en l accompagnement de nos stagiaires  Vous bénéficierez d un suivi de qualité par des experts RH  afin de développer vos compétences et de vous aider à atteindre vos objectifs professionnels  Vous serez également guidé e  dans la gestion des tâches quotidiennes tout en ayant la possibilité de prendre des initiatives   Développement de carrière Ce stage constitue une véritable passerelle pour une évolution de carrière au sein de notre département RH  Vous pourrez mettre en pratique vos connaissances théoriques tout en étant exposé e  à des processus RH d envergure  qui vous permettront de vous préparer aux défis du métier   Vos missions    Gestion des talents et du recrutement   Vous participerez à la gestion des processus de recrutement et d intégration des nouveaux collaborateurs  Formation et développement   Vous serez impliqué e  dans la mise en place et le suivi des plans de formation  et dans la gestion des parcours de développement des collaborateurs  Suivi des indicateurs RH   Vous contribuerez à la collecte et à l analyse de données RH pour améliorer la gestion des talents et la performance des équipes  Accompagnement des collaborateurs   Vous apporterez un soutien à la gestion des carrières  en assurant un suivi régulier et en facilitant la communication interne    Profil recherché    Niveau d études   Étudiant e  en Bac 3 à Bac 5 en Ressources Humaines  Gestion  Psychologie du travail  ou tout autre domaine pertinent  Vous avez un fort intérêt pour les Ressources Humaines  la gestion des talents et le développement des collaborateurs  Vous êtes autonome  organisé e   avec un excellent sens de la communication et de l écoute  Vous avez une bonne maîtrise des outils bureautiques  Excel  PowerPoint  etc   et des bases de données RH  Vous aimez travailler en équipe et êtes capable de gérer plusieurs tâches simultanément    Pourquoi rejoindre Inetum    Un environnement stimulant et dynamique   Vous ferez partie d une équipe collaborative et innovante  où l apprentissage et le développement sont au cœur de notre culture  Des projets RH à forte valeur ajoutée   Vous aurez l opportunité de contribuer à des projets RH stratégiques pour un acteur majeur du secteur  Accompagnement personnalisé   Un suivi constant pour vous aider à atteindre vos objectifs et à vous développer professionnellement  Des opportunités de carrière   Ce stage est une véritable passerelle vers des opportunités à long terme au sein de l entreprise 
ASSISTANT RH JUNIOR (H/F) - job post,HTL SMART FITTING PARTNER,12 11 2020 DATE DE PUBLICATION   Offre clôturée     HTL SMART FITTING PARTNER    APERÇU FICHE RECRUTEUR       Type de contrat    CDI      nombre de poste    1      localisation    Kénitra      rémunération proposée    A communiquer plus tard      Métier   Industrie Automobile  Electronique  Aéronautique         PARTAGER CETTE ANNONCE SUR               PROFIL DEMANDÉ             Formation      Bac   2     Expériences      De 1 à 2 ans                  DESCRIPTION DE L EMPLOI               Attributs     Il  Elle doit assurer les missions suivantes     La réception téléphonique  Le suivi et la gestion des dossiers administratifs des salariés en assurant la conformité légale  congé  contrats  maladie  formation    L interface avec les organismes sociaux  assurance  CNSS    La tenue des dossiers des nouvelles recrues et départ des salariés  Le suivi des effectifs  carrières  mobilités et gestion du temps de travail en concertation avec le supérieur    Profil demandé     De formation Bac 2 3 en ressources humaines ou en gestion des entreprises  Une expérience de 1 à 3 ans dans un poste de gestion administrative des ressources humaines  Maîtrise de l administration du personnel et des outils de développement RH
Superviseur RH - job post,BEINTERIM,Missions principales  Gestion administrative du personnel Recrutement et intégration Développement des compétences Support aux managers Gestion de la paie et des avantages sociaux Communication interne et climat social Bonne connaissance du droit du travail et des réglementations sociales  Maitrise des outils informatiques et des logiciels RH  Compétences en gestion de la paie et administration du personnel   Type d emploi   IntérimDurée du contrat   6 mois Rémunération   Jusqu à 4 000 00DH par mois
Data scientist intern - job post,BERTRANDT GROUP,The Data Scientist Intern position at Bertrandt Group offers a unique opportunity to work on innovative data science projects in the automotive and aerospace industries  As part of an interdisciplinary team  you will gain hands on experience in data analysis  machine learning  and software development  while contributing to real world solutions  You will have the chance to apply your academic knowledge to solve complex problems  integrate new data sources  and collaborate with industry professionals across different fields   What You Will Do   Conceptualize and Implement Data Science Projects  Work on designing and executing projects that address real world challenges   Data Integration and Preprocessing  Incorporate new data sources  clean  and preprocess data to prepare it for analysis   Statistical Analysis and Visualization  Conduct statistical analyses and create clear  insightful visualizations to communicate your findings   Develop Algorithms  Build and implement algorithms for tasks like anomaly detection  pattern recognition  and predictive modeling   Work with LLMs  Utilize large language models  LLMs  for innovative problem solving  including prompt engineering and output validation   Software Development  Design and develop software solutions to integrate your models and analyses into actionable tools   Optimize and Automate  Enhance existing applications  automate workflows  and optimize performance   Collaborate in Cross Functional Teams  Work alongside data scientists  engineers  and project managers to deliver impactful solutions to clients   What You Bring   Academic Background  Currently pursuing or recently completed studies in Data Science  Computer Science  Mathematics  Natural Sciences  or a related field   Technical Skills  Strong proficiency in Python  with experience in software development and algorithm design   Machine Learning Expertise  Knowledge of machine learning frameworks such as scikit learn  TensorFlow  or PyTorch   Statistical Knowledge  Understanding of statistical methods and their application in data analysis   Experience with LLMs  Familiarity with large language models  LLMs  and prompt engineering is a plus   Cloud   Data Technologies  Experience with cloud platforms  databases  and data processing tools is beneficial   Communication Skills  Strong verbal and written communication skills  with the ability to convey technical information to non technical stakeholders   Proactivity  Self driven  proactive approach with a strong sense of responsibility   Language Proficiency  Fluent in English  both written and spoken    What We Offer   Responsible Tasks  Engage in significant  impactful projects from day one   Mobile Work  Flexibility to work remotely and maintain a healthy work life balance   Networking Opportunities  Build connections with professionals throughout the Bertrandt Group   Employee Events  Participate in team building activities and company events to foster collaboration and engagement 
Stage PFE - Finance & Contrôle de Gestion - Data Analyst - job post,110.55. Consulting,Nous recherchons un e  stagiaire de fin d études  Bac  5  pour rejoindre notre équipe Finance et Contrôle de Gestion  En tant que Finance   Data Analyst Intern  vous jouerez un rôle clé dans l analyse de nos données financières et la création de rapports stratégiques  Vous collaborerez étroitement avec notre équipe pour apporter des insights cruciaux permettant une prise de décision éclairée et l optimisation des processus financiers  Ce stage vous offre l opportunité d avoir un impact réel sur la stratégie de notre entreprise  Missions principales  Analyse des données financières   Analyser les données financières de l entreprise pour identifier des tendances et des anomalies  en vous appuyant sur des outils de Business Intelligence  BI  et d Intelligence Artificielle  IA   Création et gestion de dashboards   Concevoir et maintenir des tableaux de bord interactifs pour un suivi en temps réel des performances financières  incluant les indicateurs clés de performance  KPI   Support stratégique   Identifier des patterns et formuler des recommandations stratégiques  Participer aux réunions de stratégie pour présenter les résultats et les impacts potentiels  Optimisation des processus financiers   Contribuer à l amélioration des processus financiers internes en identifiant des leviers d optimisation via l analyse des données et en proposant des actions concrètes pour renforcer la rentabilité   Profil recherché     Formation   Étudiant e  en fin d études  Bac  5  en Finance  Comptabilité  Contrôle de gestion  ou domaine connexe  Compétences techniques   Appétence pour la data  Connaissances de base en Business Intelligence  BI  et en tendances IA Qualités personnelles   Rigueur  capacité d analyse  sens du détail  excellente communication  esprit d équipe  autonomie et proactivité   Type d emploi   Temps plein  StageDurée du contrat   6 mois Date limite de candidature   01 12 2024
MASTER DATA - job post,TALENTS PARTNERS,Rattaché au Responsable Système d information  vous aurez la charge de la gestion des données de base de l ERP  SAP   qui est en cours d implémentation  Vous êtes garant de la qualité de la donnée de base  afin d assurer le bon fonctionnement  vos principales missions seront de   Durant la période d implémentation   Élaborer des tests et réalisation dans les délais  Établir des procédures et mettre en œuvre des process de récolte d informations  Mettre de place des workflows de validation  Assurer un rôle actif de coordination et de supervision lors du démarrage des nouveaux applicatifs  Durant la période d exploitation  post démarrage   Vous êtes en charge de la création et du maintien qualitatif des données de bases  Produits  Fournisseurs  Clients      Vous êtes particulièrement   En veille sur le respect des délais de prise en charge de la donnée de base  en interface avec les différents services contributeurs  Achats  Ventes  Comptabilité  etc   Chargé du traitement des incidents survenant sur le processus de gestion de données  Garant de l unicité des données de bases dans l ERP  En charge des modifications  mises à jour  blocages des données dans le respect des procédures et règles de gestion édictées  Profil recherché De formation supérieure BAC 2 minimum  dans le domaine informatique de gestion avec une expérience en tant que Master Data  Type d emploi   CDI
Data Scientist H/F/X - job post,Société Générale,Vos missions au quotidien      Prendre en charge la conception  le développement et l amélioration de modèles analytiques permettant de créer de la valeur ajoutée pour les métiers et d aider la banque dans ses prises de décision Développer des use cases de bout en bout  en collaboration avec la Digital Factory ainsi que les lignes métiers Concevoir et développer les modèles de machine learning et de data mining nécessaires à la livraison de la solution définie par l équipe projet Faire évoluer les modélisations et améliorer l efficacité des modèles conçus tenant compte des retours des métiers ainsi que des résultats terrains obtenus Récupérer et analyser les données pertinentes liées au processus de production de l entreprise  à la vente ou encore liées aux données client et ce afin d apporter une information décisionnelle Construire des algorithmes permettant d améliorer les résultats de recherches et de ciblage Élaborer des modèles prédictifs afin d anticiper l évolution des données et tendances relatives à l activité de l entreprise Modéliser les résultats d analyse des données et les présenter avec des recommandations et des plans d actions exploitables par les managers métier       Et si c était vous      Bac 5   Diplôme d ingénieur ou Diplôme en mathématiques  statistiques  économétrie   5 ans minimum   Expérience dans le développement et l application de modèles prédictifs     Pourquoi nous choisir     SG Maroc        Diversité et inclusion         Nous sommes un employeur garantissant l égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise  Le groupe s engage à reconnaître et à promouvoir tous les talents  quels que soient leurs croyances  âge  handicap  origine ethnique  nationalité  appartenance à une organisation politique  religieuse  syndicale ou à une minorité  ou toute autre caractéristique qui pourrait faire l objet d une discrimination 
Stage PFE data analyst - job post,ORANGE MAROC,En tant que Data Analyst  vous serez chargé e  d exploiter les données pour aider les équipes à prendre des décisions stratégiques basées sur des informations précises et pertinentes  Vous serez amené e  à collecter  analyser et visualiser les données à partir de diverses sources internes et externes  en utilisant des outils comme Excel  Power BI  SQL  et Python  Vous participerez également à la préparation des rapports et à la présentation des insights aux parties prenantes   Profil recherché  Étudiant e  en data science  statistiques  informatique  ou domaine similaire  Bac 3 ou Bac 5   Compétences avancées en Excel  SQL  et outils de visualisation de données comme Power BI ou Tableau  Connaissance de Python pour l analyse de données est un plus  Forte capacité d analyse et de synthèse des données complexes  Esprit curieux  rigoureux  et bonnes compétences en communication pour présenter les résultats de manière claire et concise    Avantages  Formation approfondie sur l analyse et la visualisation de données  Travailler sur des projets stratégiques qui influencent la prise de décision au sein de l entreprise  Accès à des outils professionnels pour l analyse et la gestion des données 
Junior Data Scientist - job post,CIH Bank.css-r5jz5s{width:1.5rem;height:1.5rem;color:inherit;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;-webkit-flex:0 0 auto;-ms-flex:0 0 auto;flex:0 0 auto;height:1em;width:1em;margin:0 0 0.25rem 0.25rem;vertical-align:middle;},Date          31 07 2024          Direction       JUNIOR DATA SCIENTIST       Contrat           Localisation          Casablanca          Fonction          Autre fonction        Contexte du recrutement et définition de poste We are looking for a Junior Data Scientist  They are expected to conduct in depth predictive analyses using complex data to business units make informed decisions  Using statistical modeling and machine learning techniques  the Data Scientist will create predictive models and propose corresponding metrics in order to evaluate the efficiency of these models   Key Responsibilities   Workflow Integration    Prepare and integrate developments into existing workflows    Comprehensive Documentation    Thoroughly document critical parts of the code  Document global workflows and the significance and use of data    Data Evaluation and Communication    Evaluate data quality before usage  Communicate date related issues to the data management    Coding Standards and Documentation    Adhere to coding standards  stylistic conventions  and provided guidelines  Critically evaluate and propose improvements to existing code base    Prediction and Model Evaluation    Help define business metrics to evaluate data prediction outputs  Define technical metrics to evaluate model training    Technical Procedures    Document and model technical procedures specific to Data Science   Profil recherché  Bachelor or Masters degree in Data Science  Computer Science  or a related field  Knowledge in machine learning libraries  pandas  numpy  scikit learn  pytorch  tensorflow and others   Knowledge in Python programming language  Understanding of machine learning models and data preprocessing  Strong analytical and problem solving skills  Ability to work in a team 
"DevOps Consultant, IgniteTech (Remote) - $60,000/year USD - job post",Crossover,It s no secret that traditional site reliability teams struggle to keep pace with manual monitoring  reactive troubleshooting  and labor intensive deployments  The rise of AI presents a solution  but many companies fail to fully leverage its potential  resulting in systems that underperform and bottlenecks that stifle innovation  Data shows that 73  of companies struggle with deployment delays and operational downtime  primarily due to outdated processes and lack of AI driven automation  At IgniteTech  we are tackling these issues head on by building AI first cloud solutions that are designed to anticipate and prevent problems before they arise  We focus on integrating AI and machine learning into every facet of cloud infrastructure management  from automated monitoring systems to intelligent CI CD pipelines  This approach creates environments that not only self heal but also continuously evolve  reducing downtime  improving performance  and pushing the boundaries of what cloud services can do  This isn t your typical site reliability role  where you d be reacting to problems and manually intervening when things go wrong  Here  you ll lead the charge in building AI enhanced monitoring systems that detect and resolve 95  of issues before they ever reach end users  You ll also architect and manage AI automated CI CD pipelines that reduce deployment times by 30  while slashing manual interventions  The ideal candidate thrives in an AI driven environment  is excited by the prospect of automation first solutions  and enjoys pushing the envelope of cloud infrastructure design  In this role  you ll join a global team of innovators who are redefining cloud infrastructure  Your work will play a key role in our mission to deliver next gen  AI driven operational excellence  We re seeking someone who is passionate about AI and ready to make a lasting impact on the future of cloud services  If that s you  we encourage you to apply and be part of something revolutionary    What you will be doing   Implementing AI based monitoring services to automatically detect  predict  and resolve issues before they impact operations Managing CI CD pipelines with AI driven automation to enhance deployment efficiency and reduce manual intervention    What you will NOT be doing   Focusing solely on manual monitoring  troubleshooting  and maintenance of systems  your goal will be to get AI to do these things for you    Key Responsibilities   Achieve seamless scalability and optimize performance for AI powered cloud services  ensuring 99 99  uptime while delivering AI enhanced software upgrades and customizations that meet clients  evolving needs    Candidate Requirements   2  years of DevOps experience  including automation of CI CD pipelines and infrastructure management 2  years of experience with Amazon Web Services  AWS  or Google Cloud Platform  GCP  Proficiency in AI and machine learning tools used for monitoring  automation  and predictive analytics  or strong willingness to learn and adapt to AI driven technologies  Strong programming and scripting skills  with experience in automating tasks and building AI driven processes    This position is also known as   Cloud Architect Site Reliability Engineer AI Cloud Engineer Senior Site Reliability Engineer Cloud Engineer DevOps Engineer AI Cloud DevOps Engineer DevOps Specialist AI Site Reliability Engineer AI DevOps Engineer
Data Engineer Intern - job post,Metaverse,Job description About Us  Metaverse is a forward thinking organization with a strong commitment to innovation and technology  We are dedicated to creating cutting edge solutions that impact various industries  As we continue to grow  we re in search of talented and enthusiastic individuals to join our team  Position Overview  We re looking for a Data Engineer Intern to work closely with our data engineering team  This internship provides an excellent opportunity for aspiring data engineers to gain hands on experience in the field  work on real projects  and contribute to our data infrastructure  Key Responsibilities   Collaborate with senior data engineers to design  build  and maintain data pipelines and ETL processes  Assist in the integration and transformation of data from various sources  Contribute to the optimization and performance tuning of existing data pipelines  Assist in the development and maintenance of data warehouses and databases  Collaborate with data analysts and data scientists to ensure data availability and reliability  Document and communicate data engineering processes and best practices   Qualifications   Enrolled in a Bachelor s or Master s program in Computer Science  Data Science  or a related field  Strong interest in data engineering and data technologies  Basic knowledge of SQL  Python  or other relevant programming languages  Familiarity with data Science  ETL processes NLP  and Machine Learning   Good problem solving skills and attention to detail  Strong communication and teamwork abilities   How to Apply  If you are enthusiastic about data engineering and are eager to learn in a practical setting  we encourage you to apply  Please submit your resume and a brief cover letter explaining your interest and qualifications  Metaverse is an equal opportunity employer  We celebrate diversity and are committed to creating an inclusive environment for all employees  Job Types  Full time  InternshipContract length  6 months
Data Engineer - job post,IntelCIA,Skills    Enrolled in a Bachelor s or Master s program in Computer Science  Data Science  or a related field  Strong interest in data engineering and data technologies  Strong skills in SQL and Python are a must have  Familiarity with GCP  Google Cloud Platform   Good skills in Looker and Terraform are required  Good problem solving skills and attention to detail  Strong communication and teamwork abilities        Key duties    Collaborate with senior data engineers to design  build  and maintain data pipelines and ETL processes  Analyze functional and technical requirements Implement developments on GCP  BigQuery  Cloud Run  Pub Sub  Cloud Function       Assist in the integration and transformation of data from various sources  Contribute to the optimization and performance tuning of existing data pipelines  Assist in the development and maintenance of data warehouses and databases  Collaborate with data analysts and data scientists to ensure data availability and reliability  Document and communicate data engineering processes and best practices 
Data Scientist - job post,Leyton Maroc,Leyton Morocco is a leading force  offering essential assistance in business and engineering services worldwide  Our team s proficiency in handling complex operations  along with a diverse language skill set  positions us to cater to a global clientele  Our areas of specialization encompass innovation funding  consulting  energy  and outsourced services  As a Senior Data Scientist  you will be at the forefront of driving data driven decision making processes within our organization  We are seeking a candidate who excels in an environment that values learning  data  scale  and agility  Leveraging your strong collaboration skills and ability to extract valuable insights from highly complex data sets  you will be instrumental in asking the right questions and finding the right answers to propel our business forward   Responsibilities   Data Analysis  Analyze raw data to assess quality  perform cleansing  and structure it for downstream processing  ensuring data integrity and reliability  Algorithm Development  Design accurate and scalable prediction algorithms using advanced machine learning techniques to address complex business challenges and opportunities  Collaboration  Work closely with cross functional teams  including engineering and business stakeholders  to bring analytical prototypes to production and drive impactful business outcomes  Insight Generation  Generate actionable insights from data analysis to inform business improvements  optimize processes  and maximize return on investment  Machine Learning Enablement  Collaborate with various stakeholders to understand their needs and provide machine learning solutions that meet their requirements  driving innovation and efficiency across the organization  Design Challenge  Review and assess proposed designs by teams  providing feedback and proposing optimal solutions to enhance project outcomes and achieve business objectives  Roadmap Development  Realize the roadmap for new topics and dedicated proof of concepts  POCs   overseeing their successful execution and implementation within the organization  Quality Assurance  Ensure the high quality of design proposed by all teams on DataLab projects  providing guidance and expertise to drive consistency and excellence in project deliverables  Automation  Automate data collection  aggregation  and visualization processes to produce actionable metrics that drive informed decision making and operational efficiencies  Team Collaboration  Work collaboratively with a diverse team of brilliant collaborators  from interns to lead data scientists  to leverage collective expertise and drive innovation     Qualifications   Bachelor s degree or equivalent experience in a quantitative field such as Statistics  Mathematics  Computer Science  or Engineering  5  years of experience in Data Science  quantitative analytics  or data modeling  with a proven track record of delivering impactful solutions  Deep understanding of predictive modeling  machine learning  clustering  and classification techniques  as well as algorithms  Proficiency in programming languages such as Python  JAVA  Or R  SQL with experience working with Big Data frameworks and visualization tools  Excellent communication skills and the ability to effectively collaborate with cross functional teams to drive projects forward and achieve business objectives    What We Offer   Opportunities for professional development and advancement within a growing organization  Involvement in large scale worldwide projects spanning over 16 countries  providing exposure to diverse cultures and environments  Collaborative and challenging work environment  surrounded by brilliant collaborators who inspire continuous improvement and innovation  TechlabWay career growth path  offering opportunities for career advancement and skill development  Modern and stylish office environment equipped with cutting edge technologies  Access to the latest technologies and tools  working on the forefront of innovation in the industry    About Us   At Leyton  we are committed to innovation  excellence  and serving our clients  Our values of meritocracy  solidarity  and fun inspire our daily operations and our approach to delivering breakthrough solutions  As part of our team  you will contribute to an environment that supports personal engagement  rewards dedication  and fosters continuous improvement 
Data Analyst (REF05) - job post,Trusted Advisors,Nous recherchons pour le compte d une banque de la place à Casablanca  un Data Analyst   Principales Missions   Produire des Dashboards pour le métier en se basant sur les besoins définis  Adapter les applicatifs aux besoins des métiers de la banque  Piloter les développements nécessaires autour des Dashboard  Fournir toute aide nécessaire pour la mise en place des Dashboard pour le métier  Mener des formations pour les nouvelles entrantes ainsi que les nouveaux utilisateurs et produire la documentation nécessaire   Expertise souhaitable    Profil Sénior en Gestion de Projet  réalisation du planning du projet  gestion des priorités  pilotage et coordination des tâches et des intervenants du projet  formalisation des documents  conduite des tests  compte rendu  présentations       avec une connaissance des process et activités de la banque  Maîtrise Tableau pour développement  Expert en Data science  Data Analysis  Data modélisation et visualisation  Expertise Tableau nécessaire et Alteryx souhaitée  Connaissance en méthodologie Agile    Type de Contrat  Freelance  Durée de la mission  3 mois renouvelables  Lieu  Casablanca
logistics specialist - job post,Pandora,Shipment Coordination  Schedule and track shipments to ensure timely and cost effective deliveries  Collaborate with shipping vendors and carriers to resolve delays  damages  or issues  Logistics Analysis   Optimization  Analyse logistics data  including lead times  freight costs  Supplier and Vendor Relations  Communicate with suppliers to manage order status  confirm delivery dates  and address discrepancies  Compliance and Documentation  Ensure compliance with all local  national  and international regulations related to logistics and transport  Prepare and maintain shipping  customs  documentation  Customer Service Support  Address customer inquiries and issues regarding shipping  delivery times  and order tracking  E com  Work with the customer service team to provide timely updates on order status  Reporting  Provide insights to management on ways to improve logistics efficiency  Inventory Management  Work closely with the warehouse team to track and manage inventory accuracy   Skills and Qualifications   Bachelor s degree in Supply Chain Management  Logistics  Business  or a related field  Proven experience in logistics  supply chain  or transportation management  Excellent organizational and multitasking abilities  Strong communication skills to interact with suppliers  vendors  and internal teams  Knowledge of logistics and supply chain regulations  including customs procedures   Job Types  Full time  Permanent
Ingénieur DATA en CDI - job post,Trusted Advisors,Nous cherchons pour le compte d une entreprise filiale d un groupe International  un Ingénieur DATA    Mission     Analyser les besoins techniques pour la mise en place de l outil BI Mettre en place des processus informatiques de collecte  d extraction  d homogénéisation et d uniformisation des données  ETL  Participer à la définition de l architecture et les spécifications techniques en collaboration avec les équipes techniques Participer au choix des outils BI Extraire les données du Datawahouse Réaliser les paramétrages dans l outil BI Réaliser et tester le MPV avec les premiers indicateurs et tableaux de bord Savoir consolider les données  produire des KPIs et construire des tableaux de bord  Power BI  Tableau Software  ou encore QlikView      Profil recherché    De formation Bac 5 en Informatique  vous justifiez d une expérience probante de plus de 5 ans dans un poste similaire  dans laquelle vous avez développé les compétences suivantes    Connaissance approfondie des outils BI Connaissances approfondies dans différents langages de programmation ou de script  Scala  Java  Python  Shell     Forte expertise dans le stockage et connaissance des processus et des outils ETL Etre à l aise dans des environnements cloud  AWS     Etre à l aise avec les outils d intégration et de déploiement continue   Jenkins  git  GitHub  gitlab  CI CD  docker  kubernetes  etc Expérience en développement agile Expérience de la gestion des priorités techniques et création de feuille de route     Type de contrat  CDI
