Resume_ID,Resume_Category,Top_Matched_Jobs,Job_IDs,Similarities
240,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
241,Sales,"['Account Executive', 'Business Sales Account Executive', 'Sales Assistant (F) - job post']","[57, 61, 857]","[0.2480759596666521, 0.2480759596666521, 0.24713222941932245]"
242,Sales,"['Account Executive', 'Business Sales Account Executive', 'Enterprise Sales Executive']","[57, 61, 114]","[0.3605374476771665, 0.3605374476771665, 0.3477023249771202]"
243,Sales,"['Sales Executive Richmond Hotel', 'Enterprise Sales Executive', 'Outside Sales Executive, Remote']","[715, 114, 117]","[0.20618437699651004, 0.18576037706051846, 0.17215863467462933]"
244,Sales,"['Sales Executive Richmond Hotel', 'Sales Intern (CLE)', 'Enterprise Sales Executive']","[715, 546, 114]","[0.25522108594766096, 0.2032233458651973, 0.19845874326412125]"
245,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
246,Sales,"['Account Executive', 'Business Sales Account Executive', 'Sales Assistant (F) - job post']","[57, 61, 857]","[0.2480759596666521, 0.2480759596666521, 0.24713222941932245]"
247,Sales,"['Account Executive', 'Business Sales Account Executive', 'Enterprise Sales Executive']","[57, 61, 114]","[0.3605374476771665, 0.3605374476771665, 0.3477023249771202]"
248,Sales,"['Sales Executive Richmond Hotel', 'Enterprise Sales Executive', 'Outside Sales Executive, Remote']","[715, 114, 117]","[0.20618437699651004, 0.18576037706051846, 0.17215863467462933]"
249,Sales,"['Sales Executive Richmond Hotel', 'Sales Intern (CLE)', 'Enterprise Sales Executive']","[715, 546, 114]","[0.25522108594766096, 0.2032233458651973, 0.19845874326412125]"
250,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
251,Sales,"['Account Executive', 'Business Sales Account Executive', 'Sales Assistant (F) - job post']","[57, 61, 857]","[0.2480759596666521, 0.2480759596666521, 0.24713222941932245]"
252,Sales,"['Account Executive', 'Business Sales Account Executive', 'Enterprise Sales Executive']","[57, 61, 114]","[0.3605374476771665, 0.3605374476771665, 0.3477023249771202]"
253,Sales,"['Sales Executive Richmond Hotel', 'Enterprise Sales Executive', 'Outside Sales Executive, Remote']","[715, 114, 117]","[0.20618437699651004, 0.18576037706051846, 0.17215863467462933]"
254,Sales,"['Sales Executive Richmond Hotel', 'Sales Intern (CLE)', 'Enterprise Sales Executive']","[715, 546, 114]","[0.25522108594766096, 0.2032233458651973, 0.19845874326412125]"
255,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
256,Sales,"['Account Executive', 'Business Sales Account Executive', 'Sales Assistant (F) - job post']","[57, 61, 857]","[0.2480759596666521, 0.2480759596666521, 0.24713222941932245]"
257,Sales,"['Account Executive', 'Business Sales Account Executive', 'Enterprise Sales Executive']","[57, 61, 114]","[0.3605374476771665, 0.3605374476771665, 0.3477023249771202]"
258,Sales,"['Sales Executive Richmond Hotel', 'Enterprise Sales Executive', 'Outside Sales Executive, Remote']","[715, 114, 117]","[0.20618437699651004, 0.18576037706051846, 0.17215863467462933]"
259,Sales,"['Sales Executive Richmond Hotel', 'Sales Intern (CLE)', 'Enterprise Sales Executive']","[715, 546, 114]","[0.25522108594766096, 0.2032233458651973, 0.19845874326412125]"
260,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
261,Sales,"['Account Executive', 'Business Sales Account Executive', 'Sales Assistant (F) - job post']","[57, 61, 857]","[0.2480759596666521, 0.2480759596666521, 0.24713222941932245]"
262,Sales,"['Account Executive', 'Business Sales Account Executive', 'Enterprise Sales Executive']","[57, 61, 114]","[0.3605374476771665, 0.3605374476771665, 0.3477023249771202]"
263,Sales,"['Sales Executive Richmond Hotel', 'Enterprise Sales Executive', 'Outside Sales Executive, Remote']","[715, 114, 117]","[0.20618437699651004, 0.18576037706051846, 0.17215863467462933]"
264,Sales,"['Sales Executive Richmond Hotel', 'Sales Intern (CLE)', 'Enterprise Sales Executive']","[715, 546, 114]","[0.25522108594766096, 0.2032233458651973, 0.19845874326412125]"
265,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.377681319375241, 0.27294558843499506, 0.1463542828751709]"
266,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.29013634039890124, 0.1706042424245655, 0.11228580523098174]"
267,Health and fitness,"['Fitness Coach', 'Réceptionniste Spa - job post', 'PE TEACHER - job post']","[284, 910, 914]","[0.2533171525453903, 0.22961876760133565, 0.1356721938188102]"
268,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.458353549149744, 0.29839681899808895, 0.18282471787236837]"
269,Health and fitness,"['Clinical Account Executive', 'Administrative Assistant III (Part time) – Remote, Work from Anywhere', 'CEO, Positivly']","[740, 791, 20]","[0.19160786506735966, 0.19139379432042097, 0.1737822297244996]"
270,Health and fitness,"['VP, Healthcare Services', 'Member Health Advocate ~ remote', 'RN Case Manager- REMOTE']","[519, 681, 380]","[0.16741800249339436, 0.15501386961467453, 0.15437143277530424]"
271,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.377681319375241, 0.27294558843499506, 0.1463542828751709]"
272,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.29013634039890124, 0.1706042424245655, 0.11228580523098174]"
273,Health and fitness,"['Fitness Coach', 'Réceptionniste Spa - job post', 'PE TEACHER - job post']","[284, 910, 914]","[0.2533171525453903, 0.22961876760133565, 0.1356721938188102]"
274,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.458353549149744, 0.29839681899808895, 0.18282471787236837]"
275,Health and fitness,"['Clinical Account Executive', 'Administrative Assistant III (Part time) – Remote, Work from Anywhere', 'CEO, Positivly']","[740, 791, 20]","[0.19160786506735966, 0.19139379432042097, 0.1737822297244996]"
276,Health and fitness,"['VP, Healthcare Services', 'Member Health Advocate ~ remote', 'RN Case Manager- REMOTE']","[519, 681, 380]","[0.16741800249339436, 0.15501386961467453, 0.15437143277530424]"
277,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.377681319375241, 0.27294558843499506, 0.1463542828751709]"
278,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.29013634039890124, 0.1706042424245655, 0.11228580523098174]"
279,Health and fitness,"['Fitness Coach', 'Réceptionniste Spa - job post', 'PE TEACHER - job post']","[284, 910, 914]","[0.2533171525453903, 0.22961876760133565, 0.1356721938188102]"
280,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.458353549149744, 0.29839681899808895, 0.18282471787236837]"
281,Health and fitness,"['Clinical Account Executive', 'Administrative Assistant III (Part time) – Remote, Work from Anywhere', 'CEO, Positivly']","[740, 791, 20]","[0.19160786506735966, 0.19139379432042097, 0.1737822297244996]"
282,Health and fitness,"['VP, Healthcare Services', 'Member Health Advocate ~ remote', 'RN Case Manager- REMOTE']","[519, 681, 380]","[0.16741800249339436, 0.15501386961467453, 0.15437143277530424]"
283,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.377681319375241, 0.27294558843499506, 0.1463542828751709]"
284,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.29013634039890124, 0.1706042424245655, 0.11228580523098174]"
285,Health and fitness,"['Fitness Coach', 'Réceptionniste Spa - job post', 'PE TEACHER - job post']","[284, 910, 914]","[0.2533171525453903, 0.22961876760133565, 0.1356721938188102]"
286,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.458353549149744, 0.29839681899808895, 0.18282471787236837]"
287,Health and fitness,"['Clinical Account Executive', 'Administrative Assistant III (Part time) – Remote, Work from Anywhere', 'CEO, Positivly']","[740, 791, 20]","[0.19160786506735966, 0.19139379432042097, 0.1737822297244996]"
288,Health and fitness,"['VP, Healthcare Services', 'Member Health Advocate ~ remote', 'RN Case Manager- REMOTE']","[519, 681, 380]","[0.16741800249339436, 0.15501386961467453, 0.15437143277530424]"
289,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.377681319375241, 0.27294558843499506, 0.1463542828751709]"
290,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.29013634039890124, 0.1706042424245655, 0.11228580523098174]"
291,Health and fitness,"['Fitness Coach', 'Réceptionniste Spa - job post', 'PE TEACHER - job post']","[284, 910, 914]","[0.2533171525453903, 0.22961876760133565, 0.1356721938188102]"
292,Health and fitness,"['Fitness Coach', 'PE TEACHER - job post', 'Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...']","[284, 914, 285]","[0.458353549149744, 0.29839681899808895, 0.18282471787236837]"
293,Health and fitness,"['Clinical Account Executive', 'Administrative Assistant III (Part time) – Remote, Work from Anywhere', 'CEO, Positivly']","[740, 791, 20]","[0.19160786506735966, 0.19139379432042097, 0.1737822297244996]"
294,Health and fitness,"['VP, Healthcare Services', 'Member Health Advocate ~ remote', 'RN Case Manager- REMOTE']","[519, 681, 380]","[0.16741800249339436, 0.15501386961467453, 0.15437143277530424]"
295,Civil Engineer,"['Senior Project Manager', '(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager (Remote)']","[343, 405, 406]","[0.3029697754993925, 0.2874615157542516, 0.2822761280293031]"
296,Civil Engineer,"['Construction Project Manager (Remote)', '(3) Construction Project Managers (Remote) (industrial structures)', 'Project Manager (CCR focused)']","[406, 405, 236]","[0.1820845281991113, 0.15612411463421305, 0.13528842521812873]"
297,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Commercial Construction Manager', 'Construction Project Manager (Remote)']","[405, 532, 406]","[0.29580383348234657, 0.27301095712532386, 0.25544937746840535]"
298,Civil Engineer,"['Project Manager, Construction Manager (Remote), Project ...', 'Construction Project Manager (Remote)', 'Senior Project Manager']","[409, 406, 343]","[0.2737344552717723, 0.24397122396792617, 0.2185383661020366]"
299,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager - Remote', 'Construction Project Manager (Remote)']","[405, 408, 406]","[0.34439608686476647, 0.2487776644033443, 0.24390372296492982]"
300,Civil Engineer,"['Test Center Monitor', 'Project Manager (CCR focused)', 'Water Resources Project Manager']","[143, 236, 160]","[0.14929758735123658, 0.14809364117143142, 0.14062084852268253]"
301,Civil Engineer,"['Senior Project Manager', '(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager (Remote)']","[343, 405, 406]","[0.3029697754993925, 0.2874615157542516, 0.2822761280293031]"
302,Civil Engineer,"['Construction Project Manager (Remote)', '(3) Construction Project Managers (Remote) (industrial structures)', 'Project Manager (CCR focused)']","[406, 405, 236]","[0.1820845281991113, 0.15612411463421305, 0.13528842521812873]"
303,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Commercial Construction Manager', 'Construction Project Manager (Remote)']","[405, 532, 406]","[0.29580383348234657, 0.27301095712532386, 0.25544937746840535]"
304,Civil Engineer,"['Project Manager, Construction Manager (Remote), Project ...', 'Construction Project Manager (Remote)', 'Senior Project Manager']","[409, 406, 343]","[0.2737344552717723, 0.24397122396792617, 0.2185383661020366]"
305,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager - Remote', 'Construction Project Manager (Remote)']","[405, 408, 406]","[0.34439608686476647, 0.2487776644033443, 0.24390372296492982]"
306,Civil Engineer,"['Test Center Monitor', 'Project Manager (CCR focused)', 'Water Resources Project Manager']","[143, 236, 160]","[0.14929758735123658, 0.14809364117143142, 0.14062084852268253]"
307,Civil Engineer,"['Senior Project Manager', '(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager (Remote)']","[343, 405, 406]","[0.3029697754993925, 0.2874615157542516, 0.2822761280293031]"
308,Civil Engineer,"['Construction Project Manager (Remote)', '(3) Construction Project Managers (Remote) (industrial structures)', 'Project Manager (CCR focused)']","[406, 405, 236]","[0.1820845281991113, 0.15612411463421305, 0.13528842521812873]"
309,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Commercial Construction Manager', 'Construction Project Manager (Remote)']","[405, 532, 406]","[0.29580383348234657, 0.27301095712532386, 0.25544937746840535]"
310,Civil Engineer,"['Project Manager, Construction Manager (Remote), Project ...', 'Construction Project Manager (Remote)', 'Senior Project Manager']","[409, 406, 343]","[0.2737344552717723, 0.24397122396792617, 0.2185383661020366]"
311,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager - Remote', 'Construction Project Manager (Remote)']","[405, 408, 406]","[0.34439608686476647, 0.2487776644033443, 0.24390372296492982]"
312,Civil Engineer,"['Test Center Monitor', 'Project Manager (CCR focused)', 'Water Resources Project Manager']","[143, 236, 160]","[0.14929758735123658, 0.14809364117143142, 0.14062084852268253]"
313,Civil Engineer,"['Senior Project Manager', '(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager (Remote)']","[343, 405, 406]","[0.3029697754993925, 0.2874615157542516, 0.2822761280293031]"
314,Civil Engineer,"['Construction Project Manager (Remote)', '(3) Construction Project Managers (Remote) (industrial structures)', 'Project Manager (CCR focused)']","[406, 405, 236]","[0.1820845281991113, 0.15612411463421305, 0.13528842521812873]"
315,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Commercial Construction Manager', 'Construction Project Manager (Remote)']","[405, 532, 406]","[0.29580383348234657, 0.27301095712532386, 0.25544937746840535]"
316,Civil Engineer,"['Project Manager, Construction Manager (Remote), Project ...', 'Construction Project Manager (Remote)', 'Senior Project Manager']","[409, 406, 343]","[0.2737344552717723, 0.24397122396792617, 0.2185383661020366]"
317,Civil Engineer,"['(3) Construction Project Managers (Remote) (industrial structures)', 'Construction Project Manager - Remote', 'Construction Project Manager (Remote)']","[405, 408, 406]","[0.34439608686476647, 0.2487776644033443, 0.24390372296492982]"
318,Civil Engineer,"['Test Center Monitor', 'Project Manager (CCR focused)', 'Water Resources Project Manager']","[143, 236, 160]","[0.14929758735123658, 0.14809364117143142, 0.14062084852268253]"
319,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Java Software Engineer - Mid Level (REMOTE)']","[888, 13, 375]","[0.07749461700626943, 0.06682363677145695, 0.062040396564138435]"
320,Java Developer,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Supply Chain Analyst (ED)']","[875, 146, 72]","[0.12358288102726947, 0.11512428724387615, 0.11394316509902697]"
321,Java Developer,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'IT Application Support Analyst - job post']","[767, 472, 1017]","[0.19054344140274534, 0.18596548157332363, 0.18238278915974634]"
322,Java Developer,"['Wordpress Web Developer', 'Telecom Integration Specialist, Skyvera (Remote) - $60,000/year USD - job post', 'Data Management Analyst for Netsmart']","[13, 1010, 468]","[0.1340072948963802, 0.1275096159293117, 0.1084306234807428]"
323,Java Developer,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.16232807936472066, 0.1499934281917166, 0.14186794860891713]"
324,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Web Developer', 'Wordpress Web Developer']","[888, 4, 13]","[0.07458145431126297, 0.07342787612593976, 0.06761602875906807]"
325,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
326,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
327,Java Developer,"['Software Engineer', 'HTML and Wordpress Developer', 'Front-End Engineer/UI Developer']","[34, 288, 65]","[0.17311633105297483, 0.1555511900529638, 0.15000965266675584]"
328,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Full Stack Web Developer']","[888, 13, 62]","[0.0885723518468311, 0.08540534194150598, 0.07712721120221541]"
329,Java Developer,"['Web Developer', 'Software Engineer', 'Full Stack Web Developer']","[63, 34, 62]","[0.13227270525658072, 0.12871936257727082, 0.12804450937752207]"
330,Java Developer,"['HTML and Wordpress Developer', 'Web Designer', 'Software Engineer']","[288, 8, 34]","[0.13229854715995182, 0.13021381509737034, 0.10556221609923974]"
331,Java Developer,"['Software Engineer', 'Web Developer (Front-End)', 'Web Developer']","[34, 64, 4]","[0.11287461713137203, 0.11169886954421647, 0.1094888524205514]"
332,Java Developer,"['Senior Embedded C++ Developer', 'Software Developer- Entry Level', 'Senior Full Stack Software Engineer- Remote']","[521, 672, 374]","[0.15077087489781593, 0.13815111419195372, 0.13336312449043022]"
333,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Java Software Engineer - Mid Level (REMOTE)']","[888, 13, 375]","[0.07749461700626943, 0.06682363677145695, 0.062040396564138435]"
334,Java Developer,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Supply Chain Analyst (ED)']","[875, 146, 72]","[0.12358288102726947, 0.11512428724387615, 0.11394316509902697]"
335,Java Developer,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'IT Application Support Analyst - job post']","[767, 472, 1017]","[0.19054344140274534, 0.18596548157332363, 0.18238278915974634]"
336,Java Developer,"['Wordpress Web Developer', 'Telecom Integration Specialist, Skyvera (Remote) - $60,000/year USD - job post', 'Data Management Analyst for Netsmart']","[13, 1010, 468]","[0.1340072948963802, 0.1275096159293117, 0.1084306234807428]"
337,Java Developer,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.16232807936472066, 0.1499934281917166, 0.14186794860891713]"
338,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Web Developer', 'Wordpress Web Developer']","[888, 4, 13]","[0.07458145431126297, 0.07342787612593976, 0.06761602875906807]"
339,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
340,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
341,Java Developer,"['Software Engineer', 'HTML and Wordpress Developer', 'Front-End Engineer/UI Developer']","[34, 288, 65]","[0.17311633105297483, 0.1555511900529638, 0.15000965266675584]"
342,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Full Stack Web Developer']","[888, 13, 62]","[0.0885723518468311, 0.08540534194150598, 0.07712721120221541]"
343,Java Developer,"['Web Developer', 'Software Engineer', 'Full Stack Web Developer']","[63, 34, 62]","[0.13227270525658072, 0.12871936257727082, 0.12804450937752207]"
344,Java Developer,"['HTML and Wordpress Developer', 'Web Designer', 'Software Engineer']","[288, 8, 34]","[0.13229854715995182, 0.13021381509737034, 0.10556221609923974]"
345,Java Developer,"['Software Engineer', 'Web Developer (Front-End)', 'Web Developer']","[34, 64, 4]","[0.11287461713137203, 0.11169886954421647, 0.1094888524205514]"
346,Java Developer,"['Senior Embedded C++ Developer', 'Software Developer- Entry Level', 'Senior Full Stack Software Engineer- Remote']","[521, 672, 374]","[0.15077087489781593, 0.13815111419195372, 0.13336312449043022]"
347,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Java Software Engineer - Mid Level (REMOTE)']","[888, 13, 375]","[0.07749461700626943, 0.06682363677145695, 0.062040396564138435]"
348,Java Developer,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Supply Chain Analyst (ED)']","[875, 146, 72]","[0.12358288102726947, 0.11512428724387615, 0.11394316509902697]"
349,Java Developer,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'IT Application Support Analyst - job post']","[767, 472, 1017]","[0.19054344140274534, 0.18596548157332363, 0.18238278915974634]"
350,Java Developer,"['Wordpress Web Developer', 'Telecom Integration Specialist, Skyvera (Remote) - $60,000/year USD - job post', 'Data Management Analyst for Netsmart']","[13, 1010, 468]","[0.1340072948963802, 0.1275096159293117, 0.1084306234807428]"
351,Java Developer,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.16232807936472066, 0.1499934281917166, 0.14186794860891713]"
352,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Web Developer', 'Wordpress Web Developer']","[888, 4, 13]","[0.07458145431126297, 0.07342787612593976, 0.06761602875906807]"
353,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
354,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
355,Java Developer,"['Software Engineer', 'HTML and Wordpress Developer', 'Front-End Engineer/UI Developer']","[34, 288, 65]","[0.17311633105297483, 0.1555511900529638, 0.15000965266675584]"
356,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Full Stack Web Developer']","[888, 13, 62]","[0.0885723518468311, 0.08540534194150598, 0.07712721120221541]"
357,Java Developer,"['Web Developer', 'Software Engineer', 'Full Stack Web Developer']","[63, 34, 62]","[0.13227270525658072, 0.12871936257727082, 0.12804450937752207]"
358,Java Developer,"['HTML and Wordpress Developer', 'Web Designer', 'Software Engineer']","[288, 8, 34]","[0.13229854715995182, 0.13021381509737034, 0.10556221609923974]"
359,Java Developer,"['Software Engineer', 'Web Developer (Front-End)', 'Web Developer']","[34, 64, 4]","[0.11287461713137203, 0.11169886954421647, 0.1094888524205514]"
360,Java Developer,"['Senior Embedded C++ Developer', 'Software Developer- Entry Level', 'Senior Full Stack Software Engineer- Remote']","[521, 672, 374]","[0.15077087489781593, 0.13815111419195372, 0.13336312449043022]"
361,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Java Software Engineer - Mid Level (REMOTE)']","[888, 13, 375]","[0.07749461700626943, 0.06682363677145695, 0.062040396564138435]"
362,Java Developer,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Supply Chain Analyst (ED)']","[875, 146, 72]","[0.12358288102726947, 0.11512428724387615, 0.11394316509902697]"
363,Java Developer,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'IT Application Support Analyst - job post']","[767, 472, 1017]","[0.19054344140274534, 0.18596548157332363, 0.18238278915974634]"
364,Java Developer,"['Wordpress Web Developer', 'Telecom Integration Specialist, Skyvera (Remote) - $60,000/year USD - job post', 'Data Management Analyst for Netsmart']","[13, 1010, 468]","[0.1340072948963802, 0.1275096159293117, 0.1084306234807428]"
365,Java Developer,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.16232807936472066, 0.1499934281917166, 0.14186794860891713]"
366,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Web Developer', 'Wordpress Web Developer']","[888, 4, 13]","[0.07458145431126297, 0.07342787612593976, 0.06761602875906807]"
367,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
368,Java Developer,"['Web Developer', 'Développeur Java Confirmé H/F - job post', 'Senior Software Developer - Up to 160k - 100% Remote']","[63, 888, 91]","[0.09471904368559816, 0.09304812676107416, 0.08766261395337129]"
369,Java Developer,"['Software Engineer', 'HTML and Wordpress Developer', 'Front-End Engineer/UI Developer']","[34, 288, 65]","[0.17311633105297483, 0.1555511900529638, 0.15000965266675584]"
370,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Full Stack Web Developer']","[888, 13, 62]","[0.0885723518468311, 0.08540534194150598, 0.07712721120221541]"
371,Java Developer,"['Web Developer', 'Software Engineer', 'Full Stack Web Developer']","[63, 34, 62]","[0.13227270525658072, 0.12871936257727082, 0.12804450937752207]"
372,Java Developer,"['HTML and Wordpress Developer', 'Web Designer', 'Software Engineer']","[288, 8, 34]","[0.13229854715995182, 0.13021381509737034, 0.10556221609923974]"
373,Java Developer,"['Software Engineer', 'Web Developer (Front-End)', 'Web Developer']","[34, 64, 4]","[0.11287461713137203, 0.11169886954421647, 0.1094888524205514]"
374,Java Developer,"['Senior Embedded C++ Developer', 'Software Developer- Entry Level', 'Senior Full Stack Software Engineer- Remote']","[521, 672, 374]","[0.15077087489781593, 0.13815111419195372, 0.13336312449043022]"
375,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Wordpress Web Developer', 'Java Software Engineer - Mid Level (REMOTE)']","[888, 13, 375]","[0.07749461700626943, 0.06682363677145695, 0.062040396564138435]"
376,Java Developer,"['Quality Assurance (QA) Engineer - job post', 'Salesforce.com QA Tester', 'Supply Chain Analyst (ED)']","[875, 146, 72]","[0.12358288102726947, 0.11512428724387615, 0.11394316509902697]"
377,Java Developer,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'IT Application Support Analyst - job post']","[767, 472, 1017]","[0.19054344140274534, 0.18596548157332363, 0.18238278915974634]"
378,Java Developer,"['Wordpress Web Developer', 'Telecom Integration Specialist, Skyvera (Remote) - $60,000/year USD - job post', 'Data Management Analyst for Netsmart']","[13, 1010, 468]","[0.1340072948963802, 0.1275096159293117, 0.1084306234807428]"
379,Java Developer,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.16232807936472066, 0.1499934281917166, 0.14186794860891713]"
380,Java Developer,"['Développeur Java Confirmé H/F - job post', 'Web Developer', 'Wordpress Web Developer']","[888, 4, 13]","[0.07458145431126297, 0.07342787612593976, 0.06761602875906807]"
